player_id,name,team_id,team_name,total_match,catches,caught_behind,run_outs,assist_run_outs,stumpings,caught_and_bowl,total_catches,total_dismissal
10814350,Arya K,1753541,Celebria C2-C3,4,2,0,2,0,0,0,2,4
10619512,Tanishq Wagh,1753535,Celebria A,4,1,0,2,0,0,0,1,3
3604165,Aniruddha Kudal,1753538,Celebria B,5,0,0,2,0,0,1,1,3
10765205,Nilesh Shirsat,1753535,Celebria A,3,2,0,0,0,0,0,2,2
10765220,Shree Atharva Patil,1753535,Celebria A,3,0,0,2,0,0,0,0,2
10765307,Sagar Shelar,1753541,Celebria C2-C3,4,1,0,1,0,0,0,1,2
10765116,Aditya Agrawal,1753535,Celebria A,3,1,0,0,0,0,0,1,1
10765129,Sachin Kulkarni,1753535,Celebria A,3,0,0,0,0,0,1,1,1
10765268,Akshay Upare,1753538,Celebria B,3,1,0,0,0,0,0,1,1
10765325,Amit Kesharkar,1753541,Celebria C2-C3,4,0,0,0,0,0,1,1,1
10814344,Dinesh,1753541,Celebria C2-C3,4,0,0,1,0,0,0,0,1
10765297,Jagdeep,1753540,Celebria C1,4,0,0,1,0,0,0,0,1
10765294,Atharv M,1753540,Celebria C1,4,1,0,0,0,0,0,1,1
10813952,Abhishek Achari,1753540,Celebria C1,4,1,0,0,0,0,0,1,1
10765284,Chandrakant Vipat,1753540,Celebria C1,4,0,0,1,0,0,0,0,1
10765261,Aditya Akmar,1753538,Celebria B,5,0,0,1,0,0,0,0,1
10814023,Ayush M,1753538,Celebria B,5,0,0,1,0,0,0,0,1
10745523,Kishor Wagh,1753538,Celebria B,5,0,0,0,0,0,1,1,1
10765333,Pranav Shende,1753541,Celebria C2-C3,1,0,0,0,0,0,0,0,0
1494410,Abhishek Upare,1753535,Celebria A,1,0,0,0,0,0,0,0,0
10765338,Omkar Bhalgat,1753541,Celebria C2-C3,2,0,0,0,0,0,0,0,0
10745512,Onkar,1753535,Celebria A,3,0,0,0,0,0,0,0,0
10765262,Pratik Zagade,1753538,Celebria B,3,0,0,0,0,0,0,0,0
10765212,Ramchandra Patil,1753535,Celebria A,3,0,0,0,0,0,0,0,0
10765311,Rohit Akhade,1753541,Celebria C2-C3,4,0,0,0,0,0,0,0,0
10765317,Suhas Agawane,1753541,Celebria C2-C3,4,0,0,0,0,0,0,0,0
10765302,Vijay Darkonde,1753540,Celebria C1,4,0,0,0,0,0,0,0,0
10765292,Ashish Makwana,1753540,Celebria C1,4,0,0,0,0,0,0,0,0
10765288,Dilip Achari,1753540,Celebria C1,4,0,0,0,0,0,0,0,0
10765248,Shivraj Magadum,1753538,Celebria B,5,0,0,0,0,0,0,0,0
4962614,Siva Kohler,1753538,Celebria B,5,0,0,0,0,0,0,0,0
