player_id,name,team_id,team_name,total_match,catches,caught_behind,run_outs,assist_run_outs,stumpings,caught_and_bowl,total_catches,total_dismissal
10765294,Atharva M,9263420,ACES,8,3,0,4,0,0,0,3,7
10745523,Kishor Wagh,9263466,TITANS,5,0,0,5,1,1,0,0,6
10765307,Sagar Shelar,9263485,CHAMPIONS,6,1,0,3,0,0,1,2,5
4867029,Kishore Soni,9263395,KINGS SWAG,7,2,0,2,0,0,0,2,4
10765292,Ashish Makwana,9263466,TITANS,5,2,0,0,0,0,0,2,2
2642724,Piyush Singh,9263466,TITANS,5,2,0,0,0,0,0,2,2
10619512,Tanishq Wagh,9263485,CHAMPIONS,6,1,0,1,0,0,0,1,2
32766099,Suhas Kale 702,9263485,CHAMPIONS,6,2,0,0,0,0,0,2,2
14298575,Manoj Upadhyay,9263485,CHAMPIONS,6,0,0,2,2,0,0,0,2
32365258,Atharva Patil,9263395,KINGS SWAG,7,0,0,2,0,0,0,0,2
10745512,Onkar,9263437,ELITE EAGLES,7,2,0,0,0,0,0,2,2
10814023,Ayush M,9263395,KINGS SWAG,7,0,0,2,0,0,0,0,2
10765311,Rohit Akhade,9263420,ACES,8,1,0,1,0,0,0,1,2
17653956,Arham Lunawat,9263420,ACES,8,2,0,0,0,0,0,2,2
4962614,Siva Varigala (vvs),9263448,VANAR SENA,5,1,0,0,0,0,0,1,1
19892409,Jonty K,9263448,VANAR SENA,5,0,0,1,0,0,0,0,1
10765262,Pratik Zagade,9263448,VANAR SENA,5,1,0,0,0,0,0,1,1
27287816,Saravanan R Subbiah,9263466,TITANS,5,0,0,1,0,0,0,0,1
822917,Lavin Raheja,9263448,VANAR SENA,5,1,0,0,0,0,0,1,1
234632,Krushna Malpani,9263448,VANAR SENA,5,1,0,0,0,0,0,1,1
16888722,Amar Toshniwal,9263485,CHAMPIONS,6,0,0,1,0,0,0,0,1
10765297,Jagdeep Deogade,9263485,CHAMPIONS,6,1,0,0,0,0,0,1,1
10765288,Dilip Achari,9263437,ELITE EAGLES,7,1,0,0,0,0,0,1,1
10765317,Suhas Agawane,9263395,KINGS SWAG,7,0,0,1,0,0,0,0,1
10765268,Akshay Upare,9263437,ELITE EAGLES,7,1,0,0,0,0,0,1,1
10765261,Aditya Akmar,9263395,KINGS SWAG,7,1,0,0,0,0,0,1,1
13221867,Akash Patil,9263395,KINGS SWAG,7,1,0,0,2,0,0,1,1
10765116,Aditya Agrawal,9263395,KINGS SWAG,7,1,0,0,0,0,0,1,1
1669464,Abhishek Satam,9263437,ELITE EAGLES,7,0,0,1,0,0,0,0,1
1494410,Abhishek Upare,9263437,ELITE EAGLES,7,0,0,0,1,0,1,1,1
16898071,Shripad K,9263420,ACES,8,1,0,0,0,0,0,1,1
234634,Shubham Chougule,9263420,ACES,8,0,0,0,0,1,0,0,1
14906098,Tushar Tonape,9263466,TITANS,5,0,0,0,0,0,0,0,0
32388597,Tanmay,9263448,VANAR SENA,5,0,0,0,0,0,0,0,0
10765325,Amit Kesharkar,9263448,VANAR SENA,5,0,0,0,0,0,0,0,0
20788786,Bhushan Ladda,9263466,TITANS,5,0,0,0,0,0,0,0,0
19794211,Ballal Sanket,9263466,TITANS,5,0,0,0,0,0,0,0,0
16889668,Digesh Panchal,9263448,VANAR SENA,5,0,0,0,0,0,0,0,0
14299002,Pritam Pashankar,9263466,TITANS,5,0,0,0,0,0,0,0,0
14298782,Manoj Wagh,9263485,CHAMPIONS,6,0,0,0,0,0,0,0,0
1883604,Raman Toshniwal,9263485,CHAMPIONS,6,0,0,0,0,0,0,0,0
14019875,Ashish Naik,9263437,ELITE EAGLES,7,0,0,0,0,0,0,0,0
20273947,Yogesh Rane,9263395,KINGS SWAG,7,0,0,0,0,0,0,0,0
26751992,Saurabh Thakur,9263437,ELITE EAGLES,7,0,0,0,0,0,0,0,0
14298851,Vinay Satam,9263437,ELITE EAGLES,7,0,0,0,0,0,0,0,0
16898163,Drsuhas Dhekane,9263420,ACES,8,0,0,0,0,0,0,0,0
16890310,Pritesh Sail,9263420,ACES,8,0,0,0,0,0,0,0,0
3604165,Aniruddha Kudal,9263420,ACES,8,0,0,0,0,0,0,0,0
14298775,Non Striker,9263420,ACES,15,0,0,0,0,0,0,0,0
