player_id,name,team_id,team_name,total_match,catches,caught_behind,run_outs,assist_run_outs,stumpings,caught_and_bowl,total_catches,total_dismissal
234632,Krushna Malpani,7973037,Kingmaker Boys,7,1,0,3,4,1,1,2,6
14298575,Manoj Upadhyay,7973003,Crusaders 2.0,5,2,1,1,2,0,1,4,5
822917,Lavin Raheja,7973037,Kingmaker Boys,7,4,0,0,0,0,1,5,5
16889668,Digesh Panchal,7973037,Kingmaker Boys,7,2,0,3,0,0,0,2,5
10619512,Tanishq Wagh,7973044,Infamous Mafias,8,1,0,4,0,0,0,1,5
4867029,Kishore Soni,7973014,Supernovas,7,4,0,0,0,0,0,4,4
10765311,Rohit Akhade,7973044,Infamous Mafias,8,1,0,3,0,0,0,1,4
16898163,Drsuhas Dhekane,7973044,Infamous Mafias,8,2,0,1,0,0,1,3,4
10765116,Aditya Agrawal,7973003,Crusaders 2.0,5,1,0,2,0,0,0,1,3
14298782,Manoj Wagh,7973058,Thalas,5,1,0,2,0,0,0,1,3
10765294,Atharva M,7973058,Thalas,5,2,0,1,1,0,0,2,3
10765307,Sagar Shelar,7973022,Smashers,6,1,1,0,0,1,0,2,3
16845639,Saurabh Mantri,7973022,Smashers,6,3,0,0,1,0,0,3,3
1669464,Abhishek Satam,7973022,Smashers,6,3,0,0,0,0,0,3,3
10745523,Kishor Wagh,7973022,Smashers,6,1,0,1,0,0,0,1,2
6608477,Abhishek Axhari,7973014,Supernovas,7,0,0,2,0,0,0,0,2
16890310,Pritesh Sail,7973014,Supernovas,7,1,0,0,0,0,1,2,2
32766099,Suhas Kale 702,7973014,Supernovas,7,1,0,1,0,0,0,1,2
234634,Shubham Chougule,7973014,Supernovas,7,1,0,1,1,0,0,1,2
19794211,Ballal Sanket,7973044,Infamous Mafias,8,1,0,1,0,0,0,1,2
10745512,Onkar,7973003,Crusaders 2.0,5,1,0,0,0,0,0,1,1
7036836,Prashant,7973058,Thalas,5,1,0,0,0,0,0,1,1
20788786,Bhushan Ladda,7973022,Smashers,6,0,0,1,0,0,0,0,1
14299002,Pritam Pashankar,7973022,Smashers,6,1,0,0,0,0,0,1,1
33388631,Abhishek Dayama,7973014,Supernovas,7,1,0,0,0,0,0,1,1
29266041,Anvit Bhosale,7973037,Kingmaker Boys,7,1,0,0,0,0,0,1,1
32365258,Atharva Patil Celebria,7973037,Kingmaker Boys,7,1,0,0,0,0,0,1,1
14019875,Ashish Naik,7973014,Supernovas,7,1,0,0,0,0,0,1,1
4962614,Siva Kohler,7973037,Kingmaker Boys,7,1,0,0,0,0,0,1,1
10765261,Aditya Akmar,7973044,Infamous Mafias,8,0,0,0,0,0,1,1,1
26751992,Saurabh Thakur,7973044,Infamous Mafias,8,1,0,0,0,0,0,1,1
13221867,Akash Patil,7973044,Infamous Mafias,8,0,0,1,2,0,0,0,1
14906098,Tushar Tonape,7973058,Thalas,5,0,0,0,0,0,0,0,0
10765325,Amit Kesharkar,7973058,Thalas,5,0,0,0,0,0,0,0,0
10765297,Jagdeep,7973058,Thalas,5,0,0,0,0,0,0,0,0
16898071,Shripad,7973003,Crusaders 2.0,5,0,0,0,0,0,0,0,0
10765292,Ashish Makwana,7973003,Crusaders 2.0,5,0,0,0,0,0,0,0,0
19892409,Jonty,7973058,Thalas,5,0,0,0,1,0,0,0,0
20273947,Yogesh Rane,7973003,Crusaders 2.0,5,0,0,0,0,0,0,0,0
10765284,Chandrakant Vipat,7973058,Thalas,5,0,0,0,0,0,0,0,0
24517164,Hemant Chaudhari,7973003,Crusaders 2.0,5,0,0,0,0,0,0,0,0
3604165,Aniruddha Kudal,7973003,Crusaders 2.0,5,0,0,0,0,0,0,0,0
32388597,Tanmay,7973022,Smashers,6,0,0,0,0,0,0,0,0
16898156,Aniket Wadkar,7973022,Smashers,6,0,0,0,0,0,0,0,0
1883604,Raman Toshniwal,7973037,Kingmaker Boys,7,0,0,0,0,0,0,0,0
10765288,Dilip Achari,7973037,Kingmaker Boys,7,0,0,0,0,0,0,0,0
14298851,Vinay Satam,7973014,Supernovas,7,0,0,0,2,0,0,0,0
10814023,Ayush M,7973044,Infamous Mafias,8,0,0,0,0,0,0,0,0
14298775,Non Striker,7973037,Kingmaker Boys,10,0,0,0,0,0,0,0,0
