player_id,name,team_id,team_name,total_match,innings,total_wickets,balls,highest_wicket,economy,SR,maidens,avg,runs,bowling_style,overs,dot_balls
10814023,Ayush M,7973044,Infamous Mafias,8,2,1,12,1,15.00,12.00,0,30,30,Right-arm fast,2.0,6
26751992,Saurabh Thakur,7973044,Infamous Mafias,8,5,1,30,1,17.20,30.00,0,86,86,Right-arm medium,5.0,12
1883604,Raman Toshniwal,7973037,Kingmaker Boys,7,4,1,24,1,17.50,24.00,0,70,70,Right-arm fast,4.0,12
14298851,Vinay Satam,7973014,Supernovas,7,2,0,12,0,4.50,0.00,0,0,9,Right-arm medium,2.0,9
16898156,Aniket Wadkar,7973022,Smashers,6,4,0,24,0,6.00,0.00,0,0,24,Left-arm medium,4.0,15
7036836,Prashant,7973058,Thalas,5,5,0,48,0,6.00,0.00,0,0,48,Right-arm fast,8.0,33
16889668,Digesh Panchal,7973037,Kingmaker Boys,7,4,0,24,0,7.50,0.00,0,0,30,Right-arm medium,4.0,15
10765288,Dilip Achari,7973037,Kingmaker Boys,7,1,0,6,0,9.00,0.00,0,0,9,Right-arm fast,1.0,4
1669464,Abhishek Satam,7973022,Smashers,6,1,0,6,0,10.00,0.00,0,0,10,Right-arm medium,1.0,3
14299002,Pritam Pashankar,7973022,Smashers,6,3,0,18,0,12.33,0.00,0,0,37,Left-arm medium,3.0,8
16898071,Shripad,7973003,Crusaders 2.0,5,3,0,18,0,14.33,0.00,0,0,43,Right-arm Off Break,3.0,9
20273947,Yogesh Rane,7973003,Crusaders 2.0,5,2,0,7,0,17.14,0.00,0,0,20,Right-arm medium,1.1,3
10765297,Jagdeep,7973058,Thalas,5,2,0,11,0,18.55,0.00,0,0,34,Right-arm fast,1.5,5
14298775,Non Striker,7973037,Kingmaker Boys,10,0,,,,0.00,0.00,0,0,0,Right-arm fast,0.0,0
