player_id,name,team_id,team_name,total_match,innings,total_wickets,balls,highest_wicket,economy,SR,maidens,avg,runs,bowling_style,overs,dot_balls
1883604,Raman Toshniwal,11210846,BAJRANG WARRIORS,7,7,11,54,3,5.11,4.91,1,4.18,46,Right-arm fast,9.0,39
822917,Lavin Raheja,11210826,SILENT KILLERS,7,7,7,84,2,5.71,12.00,1,11.43,80,Right-arm medium,14.0,60
10765294,Atharva M,11210819,CARRERA KINGS,8,8,6,90,3,4.60,15.00,1,11.5,69,Right-arm fast,15.0,62
14298575,Manoj Upadhyay,11210846,BAJRANG WARRIORS,7,6,6,69,3,9.13,11.50,1,17.5,105,Right-arm medium,11.3,39
19892409,Jonty K,11210823,BRAHMASTRA BLASTERS,5,5,5,60,2,5.80,12.00,0,11.6,58,Right-arm fast,10.0,39
1494410,Abhishek Upare,11210819,CARRERA KINGS,8,8,5,90,2,6.07,18.00,0,18.2,91,Right-arm Leg Break,15.0,56
234632,Krushna Malpani,11210817,SUPER KINGS,6,6,5,46,2,10.96,9.20,0,16.8,84,Right-arm medium,7.4,25
27287816,Saravanan R Subbiah,11210823,BRAHMASTRA BLASTERS,5,5,5,30,2,13.20,6.00,0,13.2,66,Right-arm medium,5.0,14
10619512,Tanishq Wagh,11210817,SUPER KINGS,6,6,4,50,2,6.84,12.50,0,14.25,57,Right-arm medium,8.2,31
13221867,Akash Patil,11210846,BAJRANG WARRIORS,7,6,4,64,3,6.84,16.00,0,18.25,73,Right-arm fast,10.4,42
14298851,Vinay Satam,11210826,SILENT KILLERS,7,4,4,24,2,7.00,6.00,0,7,28,Right-arm medium,4.0,16
1669464,Abhishek Satam,11210823,BRAHMASTRA BLASTERS,5,3,4,18,2,8.33,4.50,0,6.25,25,Right-arm medium,3.0,10
10765307,Sagar Shelar,11210828,POC9,5,5,4,36,2,8.83,9.00,0,13.25,53,Right-arm fast,6.0,24
16898071,Shripad K,11210826,SILENT KILLERS,7,7,4,42,1,14.00,10.50,0,24.5,98,Right-arm Off Break,7.0,22
10765311,Rohit Akhade,11210828,POC9,5,5,4,57,1,14.11,14.25,0,33.5,134,Right-arm medium,9.3,33
20273947,Yogesh Rane,11210817,SUPER KINGS,6,6,3,36,2,5.83,12.00,1,11.67,35,Right-arm medium,6.0,23
19794211,Ballal Sanket,11210826,SILENT KILLERS,7,7,3,84,1,6.14,28.00,1,28.67,86,Right-arm fast,14.0,57
14299002,Pritam Pashankar,11210846,BAJRANG WARRIORS,7,4,3,26,2,6.69,8.67,0,9.67,29,Left-arm medium,4.2,17
32365258,Atharva Patil,11210819,CARRERA KINGS,8,8,3,78,1,8.23,26.00,1,35.67,107,Right-arm fast,13.0,50
10765292,Ashish Makwana,11210846,BAJRANG WARRIORS,7,6,3,36,1,9.33,12.00,0,18.67,56,Right-arm fast,6.0,21
20788786,Bhushan Ladda,11210817,SUPER KINGS,6,5,3,30,1,10.00,10.00,0,16.67,50,Right-arm fast,5.0,18
10765116,Aditya Agrawal,11210828,POC9,5,5,3,30,1,10.80,10.00,0,18,54,Right-arm fast,5.0,16
10765317,Suhas Agawane,11210817,SUPER KINGS,6,5,3,45,2,11.07,15.00,0,27.67,83,Right-arm medium,7.3,16
14298878,Abhishek Achari,11210817,SUPER KINGS,6,6,3,42,1,12.00,14.00,0,28,84,Right-arm medium,7.0,19
10814344,Dinesh,11210819,CARRERA KINGS,8,7,3,42,1,13.00,14.00,0,30.33,91,Right-arm medium,7.0,22
38974785,Arham Lunawat,11210826,SILENT KILLERS,7,7,3,42,1,14.00,14.00,0,32.67,98,Right-arm Leg Break,7.0,24
