player_id,name,team_id,team_name,total_match,catches,caught_behind,run_outs,assist_run_outs,stumpings,caught_and_bowl,total_catches,total_dismissal
234632,Krushna Malpani,4127229,Conan The Destroyer,6,4,1,4,6,0,0,5,9
1494410,Abhishek Upare,4127223,Squad Matadors,7,4,1,2,0,0,0,5,7
20788820,Celebria Chandan Patil,4127205,Ganimikawa,5,0,0,3,2,0,0,0,3
10765317,Suhas Agawane,4127207,Shiv Tandav,6,2,0,0,0,0,1,3,3
10814350,Arya K,4127229,Conan The Destroyer,6,1,0,2,0,0,0,1,3
4867029,Kishore Soni,4127223,Squad Matadors,7,2,0,0,1,0,1,3,3
16898156,Aniket Wadkar,4127229,Conan The Destroyer,6,1,0,1,0,0,0,1,2
16890310,Pritesh Sail,4127229,Conan The Destroyer,6,1,0,1,0,0,0,1,2
16889668,Digesh Panchal,4127229,Conan The Destroyer,6,1,0,1,0,0,0,1,2
14299007,Abhay Patil,4127207,Shiv Tandav,6,2,0,0,0,0,0,2,2
10765297,Jagdeep,4127207,Shiv Tandav,6,0,0,2,0,0,0,0,2
10619512,Tanishq Wagh,4127223,Squad Matadors,7,0,0,2,0,0,0,0,2
10244981,Kaushlendra Singh,4127206,Thunderbird,3,1,0,0,0,0,0,1,1
14298851,Vinay Satam,4127200,Falcon,3,0,0,1,0,0,0,0,1
14298575,Manoj Upadhyay,4127200,Falcon,3,0,0,0,0,0,1,1,1
10765262,Pratik Zagade,4127205,Ganimikawa,5,1,0,0,0,0,0,1,1
10814344,Dinesh,4127205,Ganimikawa,5,0,0,1,0,0,0,0,1
10765294,Atharva M,4127205,Ganimikawa,5,0,0,1,0,0,0,0,1
1669464,Abhishek Satam,4127205,Ganimikawa,5,0,0,1,0,0,0,0,1
14298782,Manoj Wagh,4127205,Ganimikawa,5,1,0,0,0,0,0,1,1
20788786,Bhushan Ladda,4127205,Ganimikawa,5,0,0,1,0,0,0,0,1
16898163,Drsuhas Dhekane,4127207,Shiv Tandav,6,0,0,1,0,0,0,0,1
10765338,Omkar Bhalgat,4127207,Shiv Tandav,6,0,0,0,0,0,1,1,1
822917,Lavin Raheja,4127229,Conan The Destroyer,6,0,0,0,1,0,1,1,1
10765292,Ashish Makwana,4127207,Shiv Tandav,6,1,0,0,1,0,0,1,1
10745512,Onkar,4127229,Conan The Destroyer,6,1,0,0,1,0,0,1,1
10765325,Amit Kesharkar,4127229,Conan The Destroyer,6,0,0,1,0,0,0,0,1
20273947,Yogesh Rane,4127223,Squad Matadors,7,0,0,0,0,0,1,1,1
14299002,Pritam Pashankar,4127223,Squad Matadors,7,1,0,0,0,0,0,1,1
16888722,Amar Toshniwal,4127223,Squad Matadors,3,0,0,0,0,0,0,0,0
20788992,Pratik Ratnaparkhi,4127206,Thunderbird,3,0,0,0,0,0,0,0,0
1883604,Raman Toshniwal,4127200,Falcon,3,0,0,0,1,0,0,0,0
3604165,Aniruddha Kudal,4127206,Thunderbird,3,0,0,0,0,0,0,0,0
20206025,Yogesh Angulwar Amdocs,4127206,Thunderbird,3,0,0,0,0,0,0,0,0
16889685,Rohan Akhade,4127200,Falcon,3,0,0,0,0,0,0,0,0
10765116,Aditya Agrawal,4127206,Thunderbird,3,0,0,0,0,0,0,0,0
14298878,Abhishek Achari,4127200,Falcon,3,0,0,0,0,0,0,0,0
10765268,Akshay Upare,4127206,Thunderbird,3,0,0,0,0,0,0,0,0
10765284,Chandrakant Vipat,4127206,Thunderbird,3,0,0,0,0,0,0,0,0
10765288,Dilip Achari,4127206,Thunderbird,3,0,0,0,0,0,0,0,0
14019875,Ashish Naik,4127200,Falcon,3,0,0,0,0,0,0,0,0
10814023,Ayush M,4127200,Falcon,3,0,0,0,0,0,0,0,0
10765311,Rohit Akhade,4127200,Falcon,3,0,0,0,0,0,0,0,0
20788981,Celebria Rohan Agawane,4127223,Squad Matadors,4,0,0,0,0,0,0,0,0
10765220,Shree,4127205,Ganimikawa,5,0,0,0,0,0,0,0,0
10745523,Kishor Wagh,4127207,Shiv Tandav,6,0,0,0,1,0,0,0,0
10765307,Sagar Shelar,4127207,Shiv Tandav,6,0,0,0,0,0,0,0,0
16898071,Shripad,4127223,Squad Matadors,7,0,0,0,0,0,0,0,0
4962614,Siva Kohler,4127223,Squad Matadors,7,0,0,0,1,0,0,0,0
14298775,Non Striker,4127206,Thunderbird,15,0,0,0,0,0,0,0,0
