player_id,name,team_id,team_name,total_match,innings,total_wickets,balls,highest_wicket,economy,SR,maidens,avg,runs,bowling_style,overs,dot_balls
4867029,Kishore Soni,4127223,Squad Matadors,7,6,10,54,3,8.33,5.40,0,7.5,75,Right-arm fast,9.0,39
822917,Lavin Raheja,4127229,Conan The Destroyer,6,6,8,60,3,8.00,7.50,0,10,80,Right-arm medium,10.0,40
10765338,Omkar Bhalgat,4127207,Shiv Tandav,6,6,7,36,2,2.83,5.14,0,2.43,17,Right-arm medium,6.0,25
10745512,Onkar,4127229,Conan The Destroyer,6,6,7,48,2,3.88,6.86,2,4.43,31,Right-arm medium,8.0,34
14299007,Abhay Patil,4127207,Shiv Tandav,6,6,7,66,3,4.45,9.43,2,7,49,Right-arm fast,11.0,48
20273947,Yogesh Rane,4127223,Squad Matadors,7,7,7,54,4,6.11,7.71,1,7.86,55,Right-arm medium,9.0,39
10745523,Kishor Wagh,4127207,Shiv Tandav,6,6,6,60,1,3.90,10.00,0,6.5,39,Right-arm medium,10.0,50
234632,Krushna Malpani,4127229,Conan The Destroyer,6,6,6,72,2,3.92,12.00,0,7.83,47,Right-arm medium,12.0,46
4962614,Siva Kohler,4127223,Squad Matadors,7,6,6,42,2,9.29,7.00,0,10.83,65,Right-arm medium,7.0,24
1494410,Abhishek Upare,4127223,Squad Matadors,7,7,5,84,2,3.00,16.80,0,8.4,42,Right-arm Leg Break,14.0,66
10765307,Sagar Shelar,4127207,Shiv Tandav,6,6,5,59,2,6.41,11.80,1,12.6,63,Right-arm fast,9.5,42
16898071,Shripad,4127223,Squad Matadors,7,7,5,42,2,6.57,8.40,0,9.2,46,Right-arm Off Break,7.0,26
10814350,Arya K,4127229,Conan The Destroyer,6,5,5,30,2,11.60,6.00,0,11.6,58,Right-arm fast,5.0,17
16898156,Aniket Wadkar,4127229,Conan The Destroyer,6,6,4,36,2,4.00,9.00,1,6,24,Left-arm medium,6.0,26
14298575,Manoj Upadhyay,4127200,Falcon,3,3,3,24,1,5.75,8.00,0,7.67,23,Right-arm medium,4.0,17
10765284,Chandrakant Vipat,4127206,Thunderbird,3,3,3,29,2,8.69,9.67,1,14,42,Right-arm fast,4.5,19
14298782,Manoj Wagh,4127205,Ganimikawa,5,5,3,30,1,8.80,10.00,0,14.67,44,Right-arm medium,5.0,17
10814344,Dinesh,4127205,Ganimikawa,5,5,3,30,1,9.00,10.00,0,15,45,Right-arm medium,5.0,20
16890310,Pritesh Sail,4127229,Conan The Destroyer,6,6,3,36,2,10.00,12.00,0,20,60,Right-arm medium,6.0,20
10765311,Rohit Akhade,4127200,Falcon,3,2,2,24,1,5.50,12.00,1,11,22,Right-arm medium,4.0,17
10765317,Suhas Agawane,4127207,Shiv Tandav,6,6,2,36,1,7.00,18.00,0,21,42,Right-arm medium,6.0,28
1883604,Raman Toshniwal,4127200,Falcon,3,3,2,18,1,7.67,9.00,0,11.5,23,Right-arm fast,3.0,11
10765292,Ashish Makwana,4127207,Shiv Tandav,6,4,2,24,1,9.25,12.00,0,18.5,37,Right-arm fast,4.0,14
20788820,Celebria Chandan Patil,4127205,Ganimikawa,5,5,2,30,1,11.80,15.00,0,29.5,59,Right-arm fast,5.0,18
10619512,Tanishq Wagh,4127223,Squad Matadors,7,6,2,36,1,12.00,18.00,0,36,72,Right-arm medium,6.0,20
10765268,Akshay Upare,4127206,Thunderbird,3,3,2,24,2,12.50,12.00,0,25,50,Right-arm medium,4.0,14
10765297,Jagdeep,4127207,Shiv Tandav,6,2,2,12,1,14.00,6.00,0,14,28,Right-arm fast,2.0,6
10765294,Atharva M,4127205,Ganimikawa,5,5,1,60,1,6.60,60.00,0,66,66,Right-arm fast,10.0,39
10765220,Shree,4127205,Ganimikawa,5,5,1,60,1,10.10,60.00,0,101,101,Right-arm fast,10.0,37
10765116,Aditya Agrawal,4127206,Thunderbird,3,3,1,18,1,11.00,18.00,0,33,33,Right-arm fast,3.0,10
20788992,Pratik Ratnaparkhi,4127206,Thunderbird,3,3,1,18,1,12.33,18.00,0,37,37,Right-arm fast,3.0,8
16898163,Drsuhas Dhekane,4127207,Shiv Tandav,6,1,0,6,0,1.00,0.00,0,0,1,Right-arm Leg Break,1.0,5
20206025,Yogesh Angulwar Amdocs,4127206,Thunderbird,3,2,0,18,0,8.00,0.00,0,0,24,Right-arm medium,3.0,11
3604165,Aniruddha Kudal,4127206,Thunderbird,3,3,0,18,0,8.33,0.00,0,0,25,Right-arm fast,3.0,11
14019875,Ashish Naik,4127200,Falcon,3,3,0,25,0,8.64,0.00,0,0,36,Right-arm Leg Break,4.1,18
14298851,Vinay Satam,4127200,Falcon,3,2,0,12,0,11.00,0.00,0,0,22,Right-arm medium,2.0,7
16888722,Amar Toshniwal,4127223,Squad Matadors,3,2,0,12,0,14.50,0.00,0,0,29,Right-arm medium,2.0,6
10765262,Pratik Zagade,4127205,Ganimikawa,5,2,0,12,0,14.50,0.00,0,0,29,Right-arm fast,2.0,5
16889685,Rohan Akhade,4127200,Falcon,3,1,0,5,0,15.60,0.00,0,0,13,Right-arm fast,0.5,3
14298878,Abhishek Achari,4127200,Falcon,3,2,0,12,0,16.50,0.00,0,0,33,Right-arm medium,2.0,7
20788786,Bhushan Ladda,4127205,Ganimikawa,5,3,0,18,0,21.33,0.00,0,0,64,Right-arm fast,3.0,4
1669464,Abhishek Satam,4127205,Ganimikawa,5,0,,,,0.00,0.00,0,0,0,Right-arm medium,0.0,0
14298775,Non Striker,4127206,Thunderbird,15,0,,,,0.00,0.00,0,0,0,Right-arm fast,0.0,0
20788981,Celebria Rohan Agawane,4127223,Squad Matadors,4,0,,,,0.00,0.00,0,0,0,Left-arm medium,0.0,0
10244981,Kaushlendra Singh,4127206,Thunderbird,3,0,,,,0.00,0.00,0,0,0,Right-arm fast,0.0,0
10765288,Dilip Achari,4127206,Thunderbird,3,0,,,,0.00,0.00,0,0,0,Right-arm fast,0.0,0
10765325,Amit Kesharkar,4127229,Conan The Destroyer,6,0,,,,0.00,0.00,0,0,0,Right-arm medium,0.0,0
16889668,Digesh Panchal,4127229,Conan The Destroyer,6,0,,,,0.00,0.00,0,0,0,Right-arm medium,0.0,0
10814023,Ayush M,4127200,Falcon,3,0,,,,0.00,0.00,0,0,0,Right-arm fast,0.0,0
14299002,Pritam Pashankar,4127223,Squad Matadors,7,0,,,,0.00,0.00,0,0,0,Left-arm medium,0.0,0
